tic_id,label,sector,baseline_days,n_cadences,status,period,depth,depth_ppm,duration_hr,transit_count,SDE,SNR,FAP,t0,rp_rs,phase_coverage,flat_bottom_score,phase_folded_std,ingress_egress_asym,secondary_depth,secondary_ratio,odd_depth,even_depth,odd_even_ratio,centroid_proxy,stellar_Teff,stellar_logg,stellar_rad,stellar_mass,stellar_dist_pc,stellar_metallicity,tess_mag,hz_in_zone,hz_proximity,rms,rms_raw,skewness,kurtosis,autocorr_lag1,autocorr_lag10,flux_range,flux_percentile_5,flux_percentile_95,above_3sigma_frac,below_3sigma_frac,tsf_mean,tsf_variance,tsf_abs_energy,tsf_mean_abs_change,tsf_maximum,tsf_minimum,tsf_median,tsf_fft_coeff_0_real,tsf_fft_coeff_0_abs,tsf_fft_coeff_1_real,tsf_fft_coeff_1_abs,tsf_fft_coeff_2_real,tsf_fft_coeff_2_abs,tsf_fft_coeff_3_real,tsf_fft_coeff_3_abs,tsf_fft_coeff_4_real,tsf_fft_coeff_4_abs,tsf_fft_coeff_5_real,tsf_fft_coeff_5_abs,tsf_fft_coeff_6_real,tsf_fft_coeff_6_abs,tsf_fft_coeff_7_real,tsf_fft_coeff_7_abs,tsf_fft_coeff_8_real,tsf_fft_coeff_8_abs,tsf_fft_coeff_9_real,tsf_fft_coeff_9_abs
SYN_0013,-1,-1,27.88063249243191,17293,done,6.492334626450585,0.0001409812542905,140.98125429051754,1.652324870065243,5,5.378591682796031,6.917819182560509,,1326.6777894011582,0.0106779487453094,0.0106043316537568,,4.122461754297832e-05,1.222476393314409e-05,0.0,0.0,8.662266663617135e-05,0.0001421318211653,0.6094530128859108,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0002624855461997,0.0019672901733473,0.043551230589917,-0.0233556145582203,0.0973412957733467,0.0339130411893874,0.001837286902773,0.9995725492021744,1.0004358040891312,0.0012721910599664,0.0008674029954316,1.0000016630882305,1.6994690915648359e-09,200.00066557573916,4.372593356358912e-05,1.0001216497303724,0.9998688663883192,1.0000044228230367,200.0003326176461,200.0003326176461,0.0001991611766819,0.0003649499150059,-5.350880008723402e-05,0.0001187865703818,-0.0002842154822411,0.0002879903045846,-4.199521981938575e-05,0.0002453516757571,0.0005842599726245,0.0007048848534323,-0.0002555877605103,0.0002704877403291,-3.3459656347015345e-05,0.000350859664518,-0.000210369326508,0.0002135256704048,0.0007942858048088,0.0009626807785741
SYN_0015,-1,-1,27.88066684793216,18126,done,5.545226209732112,0.0004537421266417,453.74212664173183,1.063247635995898,5,8.220549807028126,8.114620610897479,0.001040416,1327.6113110476947,0.0191563030076656,0.0079892114690308,,0.0001042815335303,,1.8092269486236212e-05,0.0377675083324084,0.0007113302054642,0.0003156454463125,2.2535734754741363,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0006992563255915,0.0008634999370928,0.0180873182320514,-0.0330199592478748,0.0385000193945623,0.0251076886550982,0.0051357692565038,0.9988644529656668,1.0011778487480605,0.0008827099194527,0.0011585567692816,1.0000049210782074,1.0874638235432644e-08,200.001970611054,9.181180019911188e-05,1.00033441719364,0.9994680168302688,1.000004644036637,200.0009842156415,200.0009842156415,-0.0003295270374792,0.0004538743015855,-0.001126606294092,0.0012077129244553,0.0018420479576167,0.0018444130796603,0.000271163779157,0.0016919433217622,-0.0001935605429457,0.0005330296794451,0.0006697154671427,0.0012375556056644,0.0015280041042598,0.001762095593068,-0.0019169765794611,0.0020170242426508,0.0001936636608657,0.0019406938717223
SYN_0016,-1,-1,27.742664142731428,17541,done,3.546499057601536,0.0052588510305311,5258.851030531142,0.6774658518430854,8,21.322845952187336,9.624605329253722,8.0032e-05,1327.2503287258432,0.0652157632090743,0.0079593264705067,,0.0011074683665797,,0.0003010498697674,0.0502638440982725,,0.006200750769594,,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0023151570436801,0.0029707691781945,-0.079135466526815,-0.0806883018879962,0.0613198771608789,0.0326583829152772,0.0151323403291925,0.996078042650279,1.0037227941977045,0.000342055755088,0.0008551393877201,0.9997997958886023,1.226486182974789e-06,199.9201716690147,0.0003454354734979,1.000729995823039,0.993719456428643,0.9999868002373992,199.9599591777205,199.9599591777205,0.0400658947048215,0.0401089748575362,-0.0406468568368757,0.0406758589261863,0.0419958683584688,0.0420126291266201,-0.0430720958681797,0.0430832230478923,0.0389725781353859,0.0395635326484302,-0.0418087366418439,0.0418358945502649,0.035494580910011,0.0357056599360641,-0.0485593174477648,0.0486001579805021,0.0343324906059308,0.0350296111476837
SYN_0017,-1,-1,27.88066684793216,17933,done,12.11588145309468,0.0009385255039758,938.5255039758844,1.3946468856577217,2,7.536470783035127,9.772506865272094,0.003841537,1333.1492725491958,0.0275505444835577,0.0047962079463531,,0.0001236221996906,,,,0.0013578128539275,0.0005933676048867,2.2883164546652366,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0007012602107102,0.0014819584250822,0.016035752732,-0.0145830471401078,0.0394335589068573,0.0298637166462642,0.0053580245873579,0.9988607817093073,1.0011791328901634,0.0008364467741036,0.0012267886020186,1.000003069229638,1.5282448256354003e-08,200.0012307502289,0.0001099930910727,1.000275700475698,0.9994100223965262,1.000011553922806,200.0006138459276,200.0006138459276,0.0013251321070181,0.0013435923495948,-0.0008901717965495,0.0010833284336312,0.0010658289714345,0.0010723543326952,-5.87372240519357e-06,0.000226811321925,0.0021273443512209,0.0021273999592386,-0.0007670570280945,0.0016369938727688,-0.0006098968738923,0.0008007679360567,-0.0010870666795695,0.0014088939053875,-0.0001105816525635,0.0011397012824057
SYN_0018,-1,-1,27.880674144442537,17406,done,10.286955967438102,0.00030548476814,305.4847681400741,5.488113652156754,3,5.91708959479424,6.796396768888497,0.065146058,1326.703512238512,0.0157181680304444,0.0222292583828515,0.473323161125371,0.0001201719008618,9.910641111554595e-05,0.0,0.0,9.959670546877408e-05,0.0003617493910875,0.2753196216014179,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0008610917003306,0.0024770006837066,0.0291904136720063,-0.0178034628599319,0.025208919401112,0.0179298282872999,0.006727432570189,0.9985856075915316,1.001421854032793,0.0015511892450879,0.0008043203493048,1.0000053632325665,1.4441285756740805e-08,200.00214818703657,0.0001118926145165,1.000339451349414,0.999642987468123,1.000005254861253,200.00107264651325,200.00107264651325,0.0002435422526309,0.0011829067938613,-0.0007529722184248,0.0011072827710599,0.0010160888995495,0.001325079472634,-0.0006131693355436,0.0025186206522162,0.0007026850877446,0.0018648167414781,0.0005043452164676,0.000688325345359,-0.0005287335103372,0.0012601328903873,-0.0017389662874341,0.001844228964721,0.0027506139108717,0.0035090447420449
SYN_0019,-1,-1,26.10168073895852,15077,done,2.8487571971143715,0.00117458232426,1174.582324260043,0.5943352241704136,9,25.36652929576027,8.13484499438985,8.0032e-05,1329.529518236929,0.0308211527160375,0.0086929021886637,,0.0004803412140543,,0.0,0.0,0.0012551027309396,0.001264959236152,0.9922080451838234,,5824.0,4.353355,1.15706,1.07,182.169,,,,,0.0011564362546548,0.0018890792980755,0.0258667521012714,-0.1291597788990399,0.0104139445456822,-0.0119313082273173,0.0073621364875161,0.9981172401855986,1.001928225017206,0.000663261922133,0.0003316309610665,0.9999407958507152,2.249594898712338e-07,199.9763640332103,0.0002071765741534,1.0004209288309618,0.9963495938615118,1.000010032163862,199.988159170143,199.988159170143,0.01497047538417,0.0151036428921567,-0.013229561423293,0.0145958572480622,0.0138053626820085,0.0152238406472774,-0.0108121635041053,0.0151480202692358,0.0071750812666486,0.0121210498906375,-0.0072617732672255,0.0121979090369005,0.0052677136348761,0.0114228970552671,-0.0058192873869598,0.0138780780151781,-0.001108280121681,0.0118676615372079
TIC_144065872,-1,1,27.880655831608465,17310,done,2.18368155292474,0.0005239308666318,523.9308666318276,0.5769945041584362,13,10.051997857715174,7.749594558149238,8.0032e-05,1326.4588464512924,0.0205846809153916,0.0110095895809844,,0.0001830807131961,0.0013826601524273,0.0001120729900173,0.0898551839755029,0.0005489582323908,0.0009115469516288,0.6022270508501143,,5758.0,4.2653,1.23824,1.03,137.544,,9.4995,0.0,3.597880224721847,0.0007829150156256,0.002436162367556,0.0316070461628777,0.0246328165409464,0.0436105941072289,0.0337162540071364,0.0066242689859626,0.9987116931349476,1.0013089668461976,0.0014442518775274,0.0013864818024263,0.999992138998309,3.217780564264868e-08,199.99686204724375,0.000118162280295,1.0002797952229328,0.9980614075505,1.0000028671237744,199.99842779966175,199.99842779966175,0.0027752870889567,0.002809141907444,-0.004922981247153,0.0049805971540657,0.0015778238057038,0.0025975105200512,-0.0049626832614017,0.0051440354779292,0.0015184307500261,0.0025434967154644,-0.0032955038936205,0.0042044900510974,0.0027174776386176,0.0041319818813615,-0.001317853657908,0.0016929241768148,0.002253912808252,0.0023502507610952
TIC_149603524,-1,1,27.880674144442537,17570,done,12.8757366114522,0.0004752118563854,475.2118563854379,2.08790208873096,3,5.144394944603363,4.6542855718660885,,1326.7511914555676,0.0196042747596467,0.0067565781274534,,0.000124119125811,,6.235214769156894e-05,0.1301756420760265,0.0007396322195162,0.0003695147832826,2.0016309305561024,,6391.0,4.37665,1.21427,1.28,175.631,,9.7109,0.0,3.453395839963485,0.0008613735300396,0.0024075953853107,0.0290515233602301,-0.0207513466310191,0.0264906568653845,0.0177444833648348,0.006726751729904,0.9985813215537082,1.0014221825306877,0.0015367103016505,0.0007968127490039,1.0000009217250243,1.5405557392093034e-08,200.0003717712911,0.0001247583072857,1.0004297272875091,0.99947030204896,1.0000103939507086,200.00018434500487,200.00018434500487,0.0007638250664336,0.0008049257550818,-0.0003592685582549,0.0007149463863174,0.0014640108853924,0.0016022565101829,0.0002509344119492,0.0006866848003599,0.0009102180492821,0.0024943047970789,-0.0011793337732266,0.0032542374940966,-0.0001994682118263,0.0002097331774234,-0.0016925989970809,0.0016935083805935,0.0003937300724268,0.0004084973819717
TIC_201248411,-1,1,27.88098423294491,18177,done,0.98093933013954,0.0050999993535867,5099.999353586737,0.4811345908316026,28,31.397209468207684,88.1299740513108,8.0032e-05,1326.104522460154,0.0642232393858584,0.0204368139822996,8.132770851609342,0.0008119306724951,2.9445330560817773e-05,0.0001697995182139,0.0307275289270831,0.0052421575127613,0.0051055116207984,1.0267643876093169,,4486.0,4.51652,0.764401,0.7,61.7856,,9.9005,0.0,3.5693364819278273,0.0012271926783326,0.0025291867318961,-1.3728449753289864,6.1250914564997885,0.3772408530064616,0.1336909378206219,0.014723755724753,0.9981344605589068,1.001675564331395,0.0002750728943169,0.0141387467678934,0.999887890266372,6.592314169384174e-07,199.95529046655068,0.000172690198672,1.0003556753940726,0.9935373855098516,1.0000135548261524,199.9775780532744,199.9775780532744,0.0232088721358243,0.0235722870351633,-0.0257599001562114,0.0260547445169029,0.0223089215800636,0.0223200626176022,-0.0281971753221358,0.0283622995886951,0.0262876643548038,0.0263457696791632,-0.0261814506186808,0.0262312896747955,0.0249646540672166,0.0251817814019526,-0.0234472386482864,0.0234936361748313,0.0242017705118884,0.0246299664995541
TIC_207081058,-1,1,27.576455756734504,17685,done,2.6269192275768,0.0004024278993068,402.4278993068897,0.6668554845491907,10,5.422465783071467,5.0616152636381635,,1327.4810104159185,0.0180406087359724,0.0105772742830697,,0.0001091196927771,-2.9963525243426048e-05,0.0,0.0,0.0003758007321503,0.000322806560457,1.1641669599845068,,6073.0,4.31707,1.2273,1.14,182.169,,9.9358,0.0,3.5932396250629197,0.0009703380005154,0.0018662618897886,-0.0007450625239068,-0.1335598280246128,0.0082299734694685,0.0009939404802172,0.0063616659357581,0.9983995506631445,1.001588923419997,0.0006219960418433,0.0006219960418433,1.0000005955404228,1.1907107351772477e-08,200.00024059766156,0.0001152897406629,1.0002536490721157,0.9996150956000992,0.999989040184642,200.00011910808456,200.00011910808456,-7.241359553342586e-05,7.846180198949202e-05,-0.0002259500135458,0.0002666557869382,0.0012956735602715,0.0017465741553845,-0.0005533749103346,0.0019805022010433,0.0014331829485053,0.0014388881515651,-0.0033829803746005,0.0035437107450517,0.0002790884011027,0.0010229672806103,-6.068738878952512e-05,0.0020723810902017,0.0014281809060479,0.0017160198588027
TIC_231663901,-1,1,27.88002124610125,17670,done,1.4308797055329758,0.0062327337251195,6232.733725119566,0.5130470774264224,20,25.041462468648128,17.52565079665691,8.0032e-05,1325.9879353410363,0.0709980520872963,0.0149397335616495,,0.0018865500258556,0.0010632350453384,0.0003968511278016,0.0425187586639963,0.0086110597521815,0.0080532103203523,1.0692704411828582,,5824.0,4.55972,0.890774,1.05,375.31,,12.4069,0.0,3.5954793607891804,0.0039435418600274,0.0051444217528741,-0.0656825531578011,-0.048512957432643,0.0495273659346182,0.022842562545353,0.026402841818254,0.9934169935700772,1.006383511739084,0.0003961516694963,0.0011318619128466,0.9996532686385016,3.559071000056137e-06,199.86204331412807,0.0005402374528308,1.00147798319542,0.9884102287592054,1.0000089681152384,199.93065372770036,199.93065372770036,0.0721643425570102,0.0721800709386549,-0.0855672562489443,0.0857116187009302,0.0768411944789078,0.0779673668803652,-0.0763378790336418,0.0773665207514556,0.0731945164577541,0.0768579207214288,-0.0704253050812242,0.0731518566852665,0.061800019713621,0.0669557937930814,-0.0543890335416971,0.0576053102419803,0.0534365082286367,0.0625727677365317
TIC_231670397,-1,1,27.880026094566578,17593,done,4.085195178984048,0.002299355752823,2299.355752823029,1.862682628493871,7,17.071150427474468,23.185567037543297,8.0032e-05,1327.699725960076,0.0431231256415351,0.0189983030888002,1.1843978543739049,0.0005003062755628,-1.8295048260452695e-05,0.0,0.0,0.0024150525440233,0.0021491716760085,1.123713182610245,,6124.0,3.81034,2.21867,1.16,316.678,,9.8638,0.0,3.614618432134621,0.0009603191977467,0.00119670775742,-0.1015217770707499,0.0402746534814975,0.128129256080058,0.1018255222479393,0.006279210279697,0.9983829671307216,1.0015449263849951,0.000397885522651,0.0008526118342522,0.9999166172665552,2.503063693675238e-07,199.966698358432,0.0001464342111169,1.000516548788824,0.9975296941997918,1.0000076655641137,199.98332345331104,199.98332345331104,0.0173927847256052,0.0173941813690498,-0.0186322541959324,0.0186354930506099,0.0203279351717892,0.0205285946923983,-0.0210743314076485,0.0213743724535032,0.0210828520041955,0.0214071993961387,-0.020098817566438,0.0203740466727877,0.0203882406861941,0.0214400910559608,-0.020536658580761,0.021405348259015,0.0166717444252105,0.0177290396152156
TIC_231702397,-1,1,27.88031215122669,18204,done,5.0764968483528135,0.0054329870834918,5432.987083491825,0.9685468311064872,5,17.368401863456643,9.455785700208464,8.0032e-05,1329.122349062098,0.0662867128750099,0.0079495997275886,,0.0008098353064919,,0.0,0.0,0.0060845969999885,0.0049139877032514,1.2382198262243571,,3356.0,4.88974,0.334125,0.315858,62.118,,13.084,0.0,2.69433317343608,0.0061918599562405,0.00632647040654,-0.0257716239461323,-0.1871728625520878,-0.0054612042861261,0.0126379069826458,0.0380839858665584,0.989548203797402,1.0101145419031534,0.0001098659635245,0.000219731927049,0.9999612433358048,6.558332236409388e-07,199.98462880138257,0.000768844257685,1.0022274184392437,0.9945605730260062,0.99998428457293,199.992248667161,199.992248667161,-0.0020190787049626,0.0020646104193318,-0.0057292593196388,0.0065959888167993,0.0024302232887396,0.0025333072422639,-0.0016597473303855,0.0017985370238486,0.0167317317062612,0.0167318057813973,-0.0051093302211933,0.0063648472151196,0.0091649126732825,0.0094785386028744,-0.0161736877042945,0.0180144992607931,0.0065547437448746,0.0094429805084025
