tic_id,host_path,period,rp,a,inc,t0,depth_ppm,label,npz_path
SYN_0012,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_144065872.npz,9.814552843815754,0.014314496839511515,24.652282515456307,86.07292336409765,1329.3098174968702,204.90481976838515,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0012.npz
SYN_0013,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_29344935.npz,25.748689124776817,0.042751528021147706,7.623623376007971,86.40691946010999,1332.861124053913,1827.6931481429774,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0013.npz
SYN_0014,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_281459670.npz,17.15393241789707,0.11974574927489788,34.89410931473244,87.03193430720036,1339.2624153646416,14339.044469406706,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0014.npz
SYN_0015,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_336732616.npz,5.842214677323414,0.013179690238740466,9.052153734903879,88.61179675298226,1327.999876409616,173.70423478915072,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0015.npz
SYN_0016,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_336732616.npz,15.530298477997542,0.03132369437984358,36.33441687849812,87.23078137787016,1331.2188638436508,981.1738296018442,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0016.npz
SYN_0017,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_149603524.npz,9.743850585288419,0.09823956303664437,21.28156747490257,85.4382495965805,1326.4454099338245,9651.011745630822,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0017.npz
SYN_0018,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231670397.npz,27.348840030520606,0.10795899873350492,16.964148265678382,89.84588188673862,1346.5981299178702,11655.145407540918,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0018.npz
SYN_0019,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_92352620.npz,21.789815485610873,0.07291061030013041,17.250870283032157,85.48195481076749,1344.9688515560786,5315.957094337482,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0019.npz
SYN_0020,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_149603524.npz,6.868537579061679,0.05283392738109135,31.06488060238532,85.88386391469616,1331.1792654564294,2791.423882510434,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0020.npz
SYN_0021,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_289793076.npz,22.997066365221094,0.11072481383313114,24.444186789879666,88.13654420351222,1338.7339488504333,12259.984398381548,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0021.npz
SYN_0022,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_149603524.npz,3.448885313056784,0.06821303630388534,6.872637823785162,87.4699540962226,1326.4332315459417,4653.018321795179,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0022.npz
SYN_0023,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_336732616.npz,5.19120147711536,0.024476415481157227,31.444005747997043,85.85296484268443,1330.1039754009464,599.0949148062332,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0023.npz
SYN_0024,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_92352620.npz,11.059224331510276,0.09272816880739833,6.026174196336387,89.79279606620723,1330.635213783528,8598.513290373361,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0024.npz
SYN_0025,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_29344935.npz,23.6993215902583,0.021582199989141397,26.899624887717216,87.4535349717726,1347.5273204085076,465.7913563712949,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0025.npz
SYN_0026,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_149603524.npz,14.73119263065166,0.0473765928328651,19.92060488041485,87.60336201235769,1331.7612673249341,2244.5415484510845,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0026.npz
SYN_0027,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_29344935.npz,1.6267503165295825,0.1256808693872101,45.3272347327895,85.70124544499305,1326.2027481280745,15795.680929924963,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0027.npz
SYN_0028,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231670397.npz,20.494962698154538,0.049372729737461166,34.67401856113558,88.63497307143442,1341.0535976965687,2437.666441728382,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0028.npz
SYN_0029,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_149603524.npz,4.124487432721001,0.1382416583192651,15.359629590269638,85.1870627808809,1327.5840600923993,19110.756094860437,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0029.npz
SYN_0030,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_29344935.npz,25.06390255083998,0.12315520608900224,19.27125017702219,89.76449697534872,1332.5930060016485,15167.204786824614,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0030.npz
SYN_0031,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_281459670.npz,15.936656747719722,0.045835112679464385,47.12196065220335,85.82303908791009,1326.014489824873,2100.8575543391967,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0031.npz
SYN_0032,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231670397.npz,29.778891357619273,0.13483481727568794,38.68736087556272,89.45396245439262,1351.906046439079,18180.427949768156,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0032.npz
SYN_0033,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_281459670.npz,16.04689245120702,0.05423006725631102,39.74055944499446,88.3083063158388,1331.2948100880885,2940.900194624017,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0033.npz
SYN_0034,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_38846515.npz,22.656898729121753,0.046744472229201056,47.156591774020065,86.20485287502842,1329.856643979096,2185.0456839865487,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0034.npz
SYN_0035,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_149603524.npz,25.10226749162228,0.03145980432742916,13.067073867098259,87.99691395760422,1347.2490683425012,989.7192883201305,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0035.npz
SYN_0036,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_144065872.npz,9.99938651410275,0.11883667735376484,48.73218917274353,87.50370593101171,1326.7391782812465,14122.155884482805,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0036.npz
SYN_0037,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231663901.npz,1.4041523435378447,0.042151844199839736,10.931999800393447,88.38829336806428,1325.4714185582636,1776.7779694475628,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0037.npz
SYN_0038,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231670397.npz,21.13361063364371,0.09135632529092631,13.989904324702593,89.02062263091132,1340.4193317435195,8345.978170661543,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0038.npz
SYN_0039,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_289793076.npz,22.430536113550712,0.02834808521802385,10.568921164265507,89.63781275503254,1334.2193011301067,803.6139355283424,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0039.npz
SYN_0040,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_92352620.npz,15.168937315194466,0.10280098978690153,48.00304656711365,86.43223113441027,1339.3296729713154,10568.043501166632,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0040.npz
SYN_0041,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231670397.npz,1.7209252502014332,0.08772772592575544,33.52888002564883,85.52948701875377,1325.5417099778767,7696.1538961044635,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0041.npz
SYN_0042,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_355703913.npz,29.02072545215227,0.09344595745281219,46.9860449720095,89.02180457806486,1338.8626371353157,8732.146964272786,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0042.npz
SYN_0043,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_281459670.npz,23.758140028313434,0.012497149756778283,9.911479854458072,89.14714307441368,1344.2296566606722,156.1787520433435,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0043.npz
SYN_0044,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_289793076.npz,16.39231812737255,0.09484221489800151,44.0482529199205,88.01553578669363,1332.0644135093996,8995.0457267587,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0044.npz
SYN_0045,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231663901.npz,11.851337258808298,0.06962349209229138,34.33689615109884,89.33745315876162,1330.679632191578,4847.43065112536,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0045.npz
SYN_0046,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_289793076.npz,7.863208526929853,0.11444199923408248,41.74559435407597,85.52639039927062,1325.8247752671089,13096.971188693735,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0046.npz
SYN_0047,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_231663901.npz,18.2385762489371,0.030464254186977756,42.10988857053536,86.55167336962037,1327.9243663809466,928.0707831687918,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0047.npz
SYN_0048,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_92352620.npz,5.800419959323067,0.04986081152731098,11.912602783642638,85.57745031832677,1325.423979254576,2486.1005261620276,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0048.npz
SYN_0049,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_raw\TIC_92352620.npz,2.6064668657635433,0.03444980593101937,7.4021869682228925,87.95571908055486,1327.0755717376649,1186.7891286848976,0,E:\Multi-Agent-System\exoplanet_pipeline\data\processed\lc_injected\SYN_0049.npz
